Estado - Sigla,Municipio,Cep,Produto,Valor de Venda,Bandeira,data,Latitude,Longitude
CE,FORTALEZA,60545-238,GASOLINA,3.979,RAIZEN,2018-02-22,-3.7817343,-38.6105697
CE,FORTALEZA,60420-432,GASOLINA,3.99,BRANCA,2018-02-19,-3.7625926,-38.5496614
CE,FORTALEZA,60763-003,GASOLINA,3.99,RAIZEN,2018-02-20,-3.8058612,-38.5956361
CE,FORTALEZA,60360-590,GASOLINA,3.979,PETROBRAS DISTRIBUIDORA S.A.,2018-02-19,-3.7461713,-38.5876414
CE,FORTALEZA,60334-170,GASOLINA,3.999,IPIRANGA,2018-02-19,-3.7063707,-38.5754309
CE,FORTALEZA,60425-681,GASOLINA,4.179,IPIRANGA,2018-02-19,-3.7635329,-38.5610451
CE,FORTALEZA,60711-442,GASOLINA,4.28,PETROBRAS DISTRIBUIDORA S.A.,2018-02-22,-3.8043013,-38.572087
CE,FORTALEZA,60440-131,GASOLINA,4.22,IPIRANGA,2018-02-20,-3.7593193,-38.5708282
CE,FORTALEZA,60541-705,GASOLINA,4.27,PETROBRAS DISTRIBUIDORA S.A.,2018-02-22,-3.7797476,-38.5939654
CE,FORTALEZA,60425-681,GASOLINA,4.25,IPIRANGA,2018-02-19,-3.7552097,-38.5542862
CE,FORTALEZA,60720-605,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-22,-3.7726213,-38.5752053
CE,FORTALEZA,60765-005,GASOLINA,3.99,RAIZEN,2018-02-27,-3.8357564,-38.5852067
CE,FORTALEZA,60860-000,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8024909,-38.522597
CE,FORTALEZA,60761-190,GASOLINA,3.98,SP,2018-02-27,-3.8186916,-38.5681312
CE,FORTALEZA,60850-001,GASOLINA,3.97,RAIZEN,2018-02-27,-3.8226736,-38.5904389
CE,FORTALEZA,60850-015,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8223488,-38.5063663
CE,FORTALEZA,60830-641,GASOLINA,3.99,RAIZEN,2018-02-27,-3.795425,-38.4829266
CE,FORTALEZA,60842-020,GASOLINA,4.07,IPIRANGA,2018-02-27,-3.8321136,-38.5025844
CE,FORTALEZA,60864-190,GASOLINA,4.099,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.818299,-38.4993979
CE,FORTALEZA,60811-340,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7580469,-38.4887416
CE,FORTALEZA,60823-000,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7876581,-38.5064007
CE,FORTALEZA,60822-130,GASOLINA,4.099,BRANCA,2018-02-27,-3.7970988,-38.5021132
CE,FORTALEZA,60834-220,GASOLINA,3.97,SP,2018-02-27,-3.7887948,-38.4734797
CE,FORTALEZA,60545-100,GASOLINA,3.97,RAIZEN,2018-02-27,-3.7658896,-38.5850689
CE,FORTALEZA,60851-250,GASOLINA,3.97,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7600848,-38.5329122
CE,FORTALEZA,60830-680,GASOLINA,3.89,IPIRANGA,2018-02-27,-3.8154719,-38.4839233
CE,FORTALEZA,60834-230,GASOLINA,4.099,IPIRANGA,2018-02-27,-3.7933105,-38.6020178
CE,FORTALEZA,60542-122,GASOLINA,4.17,RAIZEN,2018-02-27,-3.7878855,-38.5886147
CE,FORTALEZA,60765-170,GASOLINA,3.89,ALESAT,2018-02-27,-3.821121,-38.5883561
CE,FORTALEZA,60830-640,GASOLINA,4.129,BRANCA,2018-02-27,-3.7922326,-38.483173
CE,FORTALEZA,60714-012,GASOLINA,3.99,BRANCA,2018-02-27,-3.7174327,-38.5607327
CE,FORTALEZA,60541-490,GASOLINA,4.07,RAIZEN,2018-02-27,-3.7756038,-38.6100353
CE,FORTALEZA,60541-420,GASOLINA,4.12,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7765587,-38.609072
CE,FORTALEZA,60545-255,GASOLINA,3.89,RAIZEN,2018-02-27,-3.786213,-38.6005159
CE,FORTALEZA,60525-632,GASOLINA,3.89,SP,2018-02-27,-3.7743893,-38.5900115
CE,FORTALEZA,60730-000,GASOLINA,3.87,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8157016,-38.6018983
CE,FORTALEZA,60730-190,GASOLINA,3.979,SP,2018-02-27,-3.8117804,-38.6001223
CE,FORTALEZA,60864-810,GASOLINA,3.97,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8287983,-38.5144755
CE,FORTALEZA,60540-440,GASOLINA,4.08,ALESAT,2018-02-27,-3.7923906,-38.5974407
CE,FORTALEZA,60810-786,GASOLINA,3.869,RAIZEN,2018-02-27,-3.7663034,-38.4992084
CE,FORTALEZA,60762-120,GASOLINA,3.999,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8099652,-38.5764448
CE,FORTALEZA,60844-070,GASOLINA,3.99,IPIRANGA,2018-02-27,-3.8205219,-38.4783364
CE,FORTALEZA,60541-550,GASOLINA,3.99,BRANCA,2018-02-27,-3.7790202,-38.5904953
CE,FORTALEZA,60191-070,GASOLINA,3.99,RAIZEN,2018-02-27,-3.8552729,-38.498901
CE,FORTALEZA,60910-000,GASOLINA,3.99,RAIZEN,2018-02-27,-3.7413563,-38.5028557
CE,FORTALEZA,60810-000,GASOLINA,4.199,BRANCA,2018-02-27,-3.7762805,-38.503253
CE,FORTALEZA,60841-810,GASOLINA,4.09,RAIZEN,2018-02-27,-3.8326142,-38.4925172
CE,FORTALEZA,60830-641,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7990225,-38.4823344
CE,FORTALEZA,62840-000,GASOLINA,4.099,RAIZEN,2018-02-27,-3.7413834,-38.5115864
CE,FORTALEZA,60830-641,GASOLINA,4.099,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8078606,-38.4812279
CE,FORTALEZA,60822-131,GASOLINA,4.099,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7960627,-38.4895727
CE,FORTALEZA,60710-001,GASOLINA,3.999,PETROBRAS DISTRIBUIDORA S.A.,2018-02-28,-3.7961252,-38.5735444
CE,FORTALEZA,60720-150,GASOLINA,3.98,ALESAT,2018-02-27,-3.7777989,-38.5757712
CE,FORTALEZA,60811-341,GASOLINA,3.89,RAIZEN,2018-02-27,-3.8378232,-38.4836642
CE,FORTALEZA,60740-000,GASOLINA,3.97,RAIZEN,2018-02-27,-3.8328753,-38.5664821
CE,FORTALEZA,60740-000,GASOLINA,3.999,BRANCA,2018-02-27,-3.7933105,-38.6020178
CE,FORTALEZA,60741-005,GASOLINA,3.959,RAIZEN,2018-02-27,-3.7864397,-38.5516244
CE,FORTALEZA,60720-001,GASOLINA,3.89,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.786418,-38.5865772
CE,FORTALEZA,60850-001,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7543505,-38.522901
CE,FORTALEZA,60740-020,GASOLINA,4.099,RAIZEN,2018-02-27,-3.7775475,-38.5646877
CE,FORTALEZA,60710-000,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8271901,-38.5827628
CE,FORTALEZA,60864-310,GASOLINA,4.09,IPIRANGA,2018-02-27,-3.8109445,-38.5181356
CE,FORTALEZA,60810-220,GASOLINA,4.19,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7618563,-38.4957986
CE,FORTALEZA,60811-341,GASOLINA,3.879,RAIZEN,2018-02-27,-3.7708945,-38.4850595
CE,FORTALEZA,60860-000,GASOLINA,4.099,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7823366,-38.5193832
CE,FORTALEZA,60191-070,GASOLINA,3.89,PETROBRAS DISTRIBUIDORA S.A.,2018-03-01,-3.8041822,-38.588362
CE,FORTALEZA,60840-280,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-01,-3.8330484,-38.4971965
CE,FORTALEZA,60762-120,GASOLINA,3.97,SP,2018-02-27,-3.831513,-38.5837709
CE,FORTALEZA,60720-001,GASOLINA,3.99,BRANCA,2018-02-27,-3.7836532,-38.5814862
CE,FORTALEZA,60835-475,GASOLINA,3.99,SP,2018-02-27,-3.8083172,-38.4672546
CE,FORTALEZA,60720-000,GASOLINA,3.98,IPIRANGA,2018-02-27,-3.7766465,-38.5698736
CE,FORTALEZA,60864-310,GASOLINA,4.15,IPIRANGA,2018-02-27,-3.8096382,-38.52563
CE,FORTALEZA,60831-370,GASOLINA,3.99,BRANCA,2018-02-27,-3.8254128,-38.4762461
CE,FORTALEZA,60540-379,GASOLINA,3.899,BRANCA,2018-02-27,-3.7944233,-38.5952415
CE,FORTALEZA,60850-000,GASOLINA,3.999,RAIZEN,2018-02-27,-3.8080286,-38.5043454
CE,FORTALEZA,60710-001,GASOLINA,4.099,IPIRANGA,2018-02-27,-3.785304,-38.571347
CE,FORTALEZA,60720-000,GASOLINA,3.99,BRANCA,2018-02-27,-3.7817796,-38.5791423
CE,FORTALEZA,60761-190,GASOLINA,4.08,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8289091,-38.5271186
CE,FORTALEZA,60864-810,GASOLINA,4.099,BRANCA,2018-02-27,-3.8131318,-38.5742167
CE,FORTALEZA,60840-040,GASOLINA,3.98,RAIZEN,2018-02-27,-3.8305837,-38.4963735
CE,FORTALEZA,60710-000,GASOLINA,3.949,RAIZEN,2018-02-27,-3.7790533,-38.5669615
CE,FORTALEZA,60740-000,GASOLINA,4.09,RAIZEN,2018-03-01,-3.7888399,-38.5564098
CE,FORTALEZA,60860-000,GASOLINA,3.99,SP,2018-02-27,-3.8122196,-38.5311898
CE,FORTALEZA,60541-490,GASOLINA,3.99,SP,2018-02-27,-3.7782783,-38.5992784
CE,FORTALEZA,60840-045,GASOLINA,3.99,RAIZEN,2018-02-27,-3.8317323,-38.4901466
CE,FORTALEZA,60541-420,GASOLINA,4.09,RAIZEN,2018-02-27,-3.7819795,-38.5897512
CE,FORTALEZA,60822-345,GASOLINA,4.099,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8110546,-38.4974394
CE,FORTALEZA,60821-450,GASOLINA,3.99,RAIZEN,2018-02-27,-3.7882495,-38.502144
CE,FORTALEZA,60741-600,GASOLINA,3.979,BRANCA,2018-02-27,-3.7834724,-38.5494893
CE,FORTALEZA,60541-420,GASOLINA,4.099,SP,2018-02-27,-3.7802686,-38.594396
CE,FORTALEZA,60820-015,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7881871,-38.5038235
CE,FORTALEZA,60540-490,GASOLINA,4.09,BRANCA,2018-02-27,-3.7798545,-38.593703
CE,FORTALEZA,60822-131,GASOLINA,4.099,RAIZEN,2018-02-27,-3.7970433,-38.5000803
CE,FORTALEZA,60831-270,GASOLINA,3.979,RAIZEN,2018-02-27,-3.8137594,-38.4678116
CE,FORTALEZA,60810-350,GASOLINA,4.099,BRANCA,2018-02-27,-3.7767278,-38.4845488
CE,FORTALEZA,60750-050,GASOLINA,3.99,ALESAT,2018-02-27,-3.8345659,-38.5631489
CE,FORTALEZA,60873-105,GASOLINA,4.099,BRANCA,2018-02-27,-3.852504,-38.5026414
CE,FORTALEZA,60864-311,GASOLINA,3.97,SP,2018-02-27,-3.8067165,-38.5112067
CE,FORTALEZA,60850-015,GASOLINA,4.07,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7729044,-38.5184856
CE,FORTALEZA,60710-480,GASOLINA,3.999,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7868776,-38.5697517
CE,FORTALEZA,60741-600,GASOLINA,3.99,RAIZEN,2018-02-27,-3.8137056,-38.558286
CE,FORTALEZA,60731-000,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.859491,-38.5431555
CE,FORTALEZA,60714-242,GASOLINA,3.99,RAIZEN,2018-02-27,-3.7847084,-38.5562582
CE,FORTALEZA,60822-131,GASOLINA,3.99,RAIZEN,2018-02-27,-3.7982173,-38.5054269
CE,FORTALEZA,60545-238,GASOLINA,3.87,RAIZEN,2018-02-27,-3.7817343,-38.6105697
CE,FORTALEZA,60850-705,GASOLINA,4.09,ALE COMBUSTÃVEIS,2018-02-27,-3.765547,-38.5174549
CE,FORTALEZA,60763-003,GASOLINA,3.959,RAIZEN,2018-02-27,-3.8058612,-38.5956361
CE,FORTALEZA,60811-341,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.774599,-38.4841269
CE,FORTALEZA,60861-211,GASOLINA,3.99,RAIZEN,2018-02-27,-3.7908855,-38.5201682
CE,FORTALEZA,60711-442,GASOLINA,3.999,PETROBRAS DISTRIBUIDORA S.A.,2018-02-28,-3.8043013,-38.572087
CE,FORTALEZA,60861-212,GASOLINA,3.99,RAIZEN,2018-02-27,-3.7970175,-38.5206786
CE,FORTALEZA,60541-705,GASOLINA,4.07,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.7797476,-38.5939654
CE,FORTALEZA,60843-285,GASOLINA,3.97,PETROBRAS DISTRIBUIDORA S.A.,2018-02-27,-3.8330047,-38.4849018
CE,FORTALEZA,60765-005,GASOLINA,3.99,RAIZEN,2018-03-06,-3.8357564,-38.5852067
CE,FORTALEZA,60040-530,GASOLINA,4.09,RAIZEN,2018-03-06,-3.7543326,-38.526521
CE,FORTALEZA,60035-170,GASOLINA,3.89,SP,2018-03-05,-3.754907,-38.5234478
CE,FORTALEZA,60115-222,GASOLINA,4.09,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7484633,-38.5158556
CE,FORTALEZA,60130-241,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7520162,-38.5122432
CE,FORTALEZA,60015-290,GASOLINA,3.97,RAIZEN,2018-03-05,-3.7367999,-38.5397209
CE,FORTALEZA,60140-160,GASOLINA,4.099,RAIZEN,2018-03-06,-3.7342617,-38.5021031
CE,FORTALEZA,60040-531,GASOLINA,3.999,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7444018,-38.5371334
CE,FORTALEZA,60842-395,GASOLINA,3.99,BRANCA,2018-03-06,-3.7578964,-38.5221693
CE,FORTALEZA,60055-170,GASOLINA,4.07,BRANCA,2018-03-06,-3.7908855,-38.5201682
CE,FORTALEZA,60115-281,GASOLINA,4.19,BRANCA,2018-03-06,-3.7373127,-38.5112114
CE,FORTALEZA,60310-000,GASOLINA,3.999,RAIZEN,2018-03-06,-3.71181,-38.5755938
CE,FORTALEZA,60050-130,GASOLINA,4.09,RAIZEN,2018-03-06,-3.74288,-38.5313906
CE,FORTALEZA,60010-450,GASOLINA,3.95,SP,2018-03-05,-3.7211646,-38.5488707
CE,FORTALEZA,60175-047,GASOLINA,3.999,SP,2018-03-06,-3.7977357,-38.5540127
CE,FORTALEZA,60120-002,GASOLINA,4.099,RAIZEN,2018-03-06,-3.7488491,-38.5140982
CE,FORTALEZA,60170-251,GASOLINA,4.19,RAIZEN,2018-03-06,-3.7366337,-38.4954103
CE,FORTALEZA,60312-060,GASOLINA,3.999,IPIRANGA,2018-03-06,-3.7193005,-38.5352071
CE,FORTALEZA,60175-690,GASOLINA,4.15,BRANCA,2018-03-06,-3.7377135,-38.4858423
CE,FORTALEZA,60055-172,GASOLINA,4.09,RAIZEN,2018-03-06,-3.7532591,-38.5227125
CE,FORTALEZA,60055-210,GASOLINA,4.07,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7466508,-38.525751
CE,FORTALEZA,60120-001,GASOLINA,4.19,BRANCA,2018-03-06,-3.738729,-38.5106509
CE,FORTALEZA,60761-191,GASOLINA,3.99,RAIZEN,2018-03-06,-3.8208145,-38.5602146
CE,FORTALEZA,60060-650,GASOLINA,3.98,BRANCA,2018-03-06,-3.7237548,-38.5223407
CE,FORTALEZA,60175-395,GASOLINA,4.17,RAIZEN,2018-03-06,-3.7334773,-38.4827057
CE,FORTALEZA,60320-000,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7218627,-38.5696244
CE,FORTALEZA,60170-000,GASOLINA,3.999,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7405549,-38.5020968
CE,FORTALEZA,60015-290,GASOLINA,3.95,RAIZEN,2018-03-05,-3.7399951,-38.5432702
CE,FORTALEZA,60140-100,GASOLINA,4.19,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7329635,-38.5248772
CE,FORTALEZA,60040-531,GASOLINA,4.09,RAIZEN,2018-03-06,-3.7472631,-38.5340786
CE,FORTALEZA,60150-160,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7895695,-38.5585407
CE,FORTALEZA,60150-163,GASOLINA,4.19,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7405653,-38.4869519
CE,FORTALEZA,60120-002,GASOLINA,3.99,RAIZEN,2018-03-06,-3.7437091,-38.5117301
CE,FORTALEZA,60040-531,GASOLINA,4.07,SP,2018-03-06,-3.7431527,-38.5392934
CE,FORTALEZA,60000-000,GASOLINA,3.89,RAIZEN,2018-03-05,-3.733487,-38.5083844
CE,FORTALEZA,60000-000,GASOLINA,3.89,RAIZEN,2018-03-05,-3.730808,-38.5123253
CE,FORTALEZA,60176-130,GASOLINA,4.17,RAIZEN,2018-03-06,-3.7453391,-38.4719317
CE,FORTALEZA,60135-460,GASOLINA,3.979,RAIZEN,2018-03-06,-3.7510284,-38.4933794
CE,FORTALEZA,60165-080,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7260573,-38.4917583
CE,FORTALEZA,60035-130,GASOLINA,4.03,RAIZEN,2018-03-05,-3.7322325,-38.5339589
CE,FORTALEZA,60130-240,GASOLINA,3.99,RAIZEN,2018-03-06,-3.7515237,-38.5044206
CE,FORTALEZA,60182-000,GASOLINA,4.17,SP,2018-03-06,-3.7260749,-38.4720313
CE,FORTALEZA,60130-530,GASOLINA,3.999,IPIRANGA,2018-03-06,-3.7646502,-38.5126749
CE,FORTALEZA,60310-000,GASOLINA,3.99,ALE COMBUSTÃVEIS,2018-03-06,-3.7199347,-38.5533253
CE,FORTALEZA,60180-410,GASOLINA,3.999,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7151293,-38.4764526
CE,FORTALEZA,60150-162,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7414032,-38.4857304
CE,FORTALEZA,60135-102,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7428682,-38.5144805
CE,FORTALEZA,60170-251,GASOLINA,3.999,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7350422,-38.4954924
CE,FORTALEZA,60140-061,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7354141,-38.5224528
CE,FORTALEZA,60135-102,GASOLINA,3.98,IPIRANGA,2018-03-06,-3.7470755,-38.5009944
CE,FORTALEZA,60160-090,GASOLINA,3.999,IPIRANGA,2018-03-06,-3.7268021,-38.5003246
CE,FORTALEZA,60010-000,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-05,-3.7112763,-38.5602484
CE,FORTALEZA,60191-070,GASOLINA,3.98,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.8116543,-38.5268492
CE,FORTALEZA,60135-650,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7427429,-38.4957334
CE,FORTALEZA,60170-172,GASOLINA,4.17,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7477235,-38.5047506
CE,FORTALEZA,60135-100,GASOLINA,3.99,SP,2018-03-06,-3.7421118,-38.5161669
CE,FORTALEZA,60035-110,GASOLINA,4.04,PETROBRAS DISTRIBUIDORA S.A.,2018-03-05,-3.7308585,-38.5356931
CE,FORTALEZA,60115-281,GASOLINA,4.19,RAIZEN,2018-03-06,-3.7373127,-38.5112114
CE,FORTALEZA,60115-171,GASOLINA,4.09,SP,2018-03-06,-3.7404131,-38.5159172
CE,FORTALEZA,60025-062,GASOLINA,3.87,ALESAT,2018-03-05,-3.7399214,-38.5348993
CE,FORTALEZA,60120-002,GASOLINA,3.99,ALESAT,2018-03-06,-3.7524771,-38.5152924
CE,FORTALEZA,60030-051,GASOLINA,4.07,IPIRANGA,2018-03-05,-3.7223916,-38.5389207
CE,FORTALEZA,60052-071,GASOLINA,4.09,BRANCA,2018-03-06,-3.7446725,-38.5330276
CE,FORTALEZA,60055-402,GASOLINA,3.89,RAIZEN,2018-03-06,-3.7402449,-38.527738
CE,FORTALEZA,60010-470,GASOLINA,4.09,PETROBRAS DISTRIBUIDORA S.A.,2018-03-05,-3.7248196,-38.5482392
CE,FORTALEZA,60165-082,GASOLINA,3.98,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7259559,-38.4895749
CE,FORTALEZA,60180-000,GASOLINA,4.19,SP,2018-03-06,-3.7325111,-38.4794107
CE,FORTALEZA,60040-531,GASOLINA,3.999,RAIZEN,2018-03-06,-3.7502145,-38.5305973
CE,FORTALEZA,60175-395,GASOLINA,4.19,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7361658,-38.4737318
CE,FORTALEZA,60120-420,GASOLINA,3.89,BRANCA,2018-03-06,-3.7619198,-38.5109062
CE,FORTALEZA,60025-001,GASOLINA,3.97,PETROBRAS DISTRIBUIDORA S.A.,2018-03-05,-3.7357241,-38.5350654
CE,FORTALEZA,60175-650,GASOLINA,3.87,BRANCA,2018-03-06,-3.7387417,-38.4866011
CE,FORTALEZA,60120-001,GASOLINA,4.19,IPIRANGA,2018-03-06,-3.733826,-38.5091263
CE,FORTALEZA,60312-060,GASOLINA,4.059,RAIZEN,2018-03-06,-3.7105721,-38.5783051
CE,FORTALEZA,60150-161,GASOLINA,4.19,RAIZEN,2018-03-06,-3.7352653,-38.5053515
CE,FORTALEZA,60150-162,GASOLINA,4.19,RAIZEN,2018-03-06,-3.7396454,-38.4914847
CE,FORTALEZA,60170-251,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7449384,-38.4981203
CE,FORTALEZA,60140-061,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7347781,-38.5230419
CE,FORTALEZA,60140-160,GASOLINA,3.99,BRANCA,2018-03-06,-3.7468727,-38.4829801
CE,FORTALEZA,60000-000,GASOLINA,3.97,RAIZEN,2018-03-05,-3.7180994,-38.5409724
CE,FORTALEZA,60130-371,GASOLINA,3.99,SP,2018-03-06,-3.7555203,-38.5116897
CE,FORTALEZA,60055-172,GASOLINA,4.08,IPIRANGA,2018-03-06,-3.7550862,-38.5228559
CE,FORTALEZA,60130-241,GASOLINA,3.89,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7520271,-38.5084691
CE,FORTALEZA,60150-010,GASOLINA,4.17,RAIZEN,2018-03-06,-3.7244341,-38.5131669
CE,FORTALEZA,60160-230,GASOLINA,4.17,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7350422,-38.4954924
CE,FORTALEZA,60130-241,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7519463,-38.5106296
CE,FORTALEZA,60055-172,GASOLINA,3.97,RAIZEN,2018-03-06,-3.7533984,-38.5234911
CE,FORTALEZA,60110-140,GASOLINA,4.19,IPIRANGA,2018-03-06,-3.7303839,-38.5193036
CE,FORTALEZA,60150-000,GASOLINA,3.97,RAIZEN,2018-03-06,-3.732891,-38.5177643
CE,FORTALEZA,60170-251,GASOLINA,3.999,IPIRANGA,2018-03-06,-3.7495107,-38.4995135
CE,FORTALEZA,60020-001,GASOLINA,3.87,BRANCA,2018-03-05,-3.7325108,-38.5365651
CE,FORTALEZA,60175-310,GASOLINA,3.99,IPIRANGA,2018-03-06,-3.7333,-38.4862145
CE,FORTALEZA,60125-121,GASOLINA,4.05,SP,2018-03-06,-3.7434904,-38.5067627
CE,FORTALEZA,60055-401,GASOLINA,3.99,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7508641,-38.5258697
CE,FORTALEZA,60165-080,GASOLINA,3.999,RAIZEN,2018-03-06,-3.72743,-38.5027955
CE,FORTALEZA,60150-160,GASOLINA,4.19,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7386022,-38.4945428
CE,FORTALEZA,60310-055,GASOLINA,3.999,RAIZEN,2018-03-06,-3.7201867,-38.5523628
CE,FORTALEZA,60135-100,GASOLINA,3.979,SP,2018-03-06,-3.7390828,-38.5246465
CE,FORTALEZA,60310-001,GASOLINA,3.99,SP,2018-03-06,-3.7166418,-38.5630592
CE,FORTALEZA,60060-188,GASOLINA,4.199,PETROBRAS DISTRIBUIDORA S.A.,2018-03-06,-3.7210178,-38.5252755
CE,FORTALEZA,60135-041,GASOLINA,4.179,IPIRANGA,2018-03-06,-3.7395095,-38.5178036
CE,FORTALEZA,60115-081,GASOLINA,4.19,RAIZEN,2018-03-06,-3.7369999,-38.5156333
CE,FORTALEZA,60765-005,GASOLINA,4.399,RAIZEN,2018-03-13,-3.8357564,-38.5852067
CE,FORTALEZA,60520-380,GASOLINA,4.399,IPIRANGA,2018-03-14,-3.7653478,-38.5795156
CE,FORTALEZA,60356-000,GASOLINA,4.37,PETROBRAS DISTRIBUIDORA S.A.,2018-03-14,-3.736703,-38.5758615
CE,FORTALEZA,60761-190,GASOLINA,4.35,SP,2018-03-14,-3.8186916,-38.5681312
CE,FORTALEZA,60020-292,GASOLINA,4.37,BRANCA,2018-03-14,-3.7526366,-38.5559312
CE,FORTALEZA,60533-670,GASOLINA,4.38,SP,2018-03-14,-3.7725434,-38.5998456
CE,FORTALEZA,60410-410,GASOLINA,4.32,RAIZEN,2018-03-14,-3.7639739,-38.5605639
CE,FORTALEZA,60341-630,GASOLINA,4.39,RAIZEN,2018-03-14,-3.7102945,-38.5925156
CE,FORTALEZA,60455-410,GASOLINA,4.39,ALESAT,2018-03-14,-3.7398224,-38.5660028
CE,FORTALEZA,60545-100,GASOLINA,4.39,RAIZEN,2018-03-14,-3.7658896,-38.5850689
CE,FORTALEZA,60335-480,GASOLINA,4.37,IPIRANGA,2018-03-14,-3.7190493,-38.5692789
CE,FORTALEZA,60542-122,GASOLINA,4.37,RAIZEN,2018-03-14,-3.7878855,-38.5886147
CE,FORTALEZA,60765-170,GASOLINA,4.099,ALESAT,2018-03-14,-3.821121,-38.5883561
CE,FORTALEZA,60714-012,GASOLINA,4.37,BRANCA,2018-03-14,-3.7174327,-38.5607327
CE,FORTALEZA,60326-500,GASOLINA,4.379,RAIZEN,2018-03-14,-3.7251241,-38.5561538
CE,FORTALEZA,60541-490,GASOLINA,4.38,RAIZEN,2018-03-14,-3.7756038,-38.6100353
CE,FORTALEZA,60541-420,GASOLINA,4.32,PETROBRAS DISTRIBUIDORA S.A.,2018-03-14,-3.7765587,-38.609072
CE,FORTALEZA,60545-255,GASOLINA,4.39,RAIZEN,2018-03-14,-3.786213,-38.6005159
CE,FORTALEZA,60510-290,GASOLINA,4.37,BRANCA,2018-03-14,-3.7601215,-38.5883379
CE,FORTALEZA,60525-632,GASOLINA,4.28,SP,2018-03-14,-3.7743893,-38.5900115
CE,FORTALEZA,60410-001,GASOLINA,4.399,IPIRANGA,2018-03-14,-3.7620997,-38.5487536
